BIN,PRODUCTO,NATURALEZA,MARCA
54056306,SOY BANCREA,DEBITO,MASTER CARD
54056307,SOY BANCREA,DEBITO,MASTER CARD
54056308,SOY BANCREA,DEBITO,MASTER CARD
54056309,SOY BANCREA,DEBITO,MASTER CARD
54056310,SOY BANCREA,DEBITO,MASTER CARD
54056311,SOY BANCREA,DEBITO,MASTER CARD
54056312,SOY BANCREA,DEBITO,MASTER CARD
54056313,SOY BANCREA,DEBITO,MASTER CARD
54056314,SOY BANCREA,DEBITO,MASTER CARD
54056315,SOY BANCREA,DEBITO,MASTER CARD
54056316,SOY BANCREA,DEBITO,MASTER CARD
54056317,SOY BANCREA,DEBITO,MASTER CARD
54056318,SOY BANCREA,DEBITO,MASTER CARD
54056319,SOY BANCREA,DEBITO,MASTER CARD
54056320,SOY BANCREA,DEBITO,MASTER CARD
54056321,SOY BANCREA,DEBITO,MASTER CARD
54056322,SOY BANCREA,DEBITO,MASTER CARD
54056323,SOY BANCREA,DEBITO,MASTER CARD
54056324,SOY BANCREA,DEBITO,MASTER CARD
54056325,SOY BANCREA,DEBITO,MASTER CARD
54056326,SOY BANCREA,DEBITO,MASTER CARD
54056327,SOY BANCREA,DEBITO,MASTER CARD
54056328,SOY BANCREA,DEBITO,MASTER CARD
54056329,SOY BANCREA,DEBITO,MASTER CARD
54056330,SOY BANCREA,DEBITO,MASTER CARD
54056331,SOY BANCREA,DEBITO,MASTER CARD
54056332,SOY BANCREA,DEBITO,MASTER CARD
54056333,SOY BANCREA,DEBITO,MASTER CARD
54056334,SOY BANCREA,DEBITO,MASTER CARD
54056335,SOY BANCREA,DEBITO,MASTER CARD
54056336,SOY BANCREA,DEBITO,MASTER CARD
54056337,SOY BANCREA,DEBITO,MASTER CARD
54056338,SOY BANCREA,DEBITO,MASTER CARD
54056339,SOY BANCREA,DEBITO,MASTER CARD
54056340,SOY BANCREA,DEBITO,MASTER CARD
54056341,SOY BANCREA,DEBITO,MASTER CARD
54056342,SOY BANCREA,DEBITO,MASTER CARD
54056343,SOY BANCREA,DEBITO,MASTER CARD
54056344,SOY BANCREA,DEBITO,MASTER CARD
54056345,SOY BANCREA,DEBITO,MASTER CARD
54056346,SOY BANCREA,DEBITO,MASTER CARD
54056347,SOY BANCREA,DEBITO,MASTER CARD
54056348,SOY BANCREA,DEBITO,MASTER CARD
54056349,SOY BANCREA,DEBITO,MASTER CARD
54056350,SOY BANCREA,DEBITO,MASTER CARD
54056351,SOY BANCREA,DEBITO,MASTER CARD
54056352,SOY BANCREA,DEBITO,MASTER CARD
54056353,SOY BANCREA,DEBITO,MASTER CARD
54056354,SOY BANCREA,DEBITO,MASTER CARD
54056355,SOY BANCREA,DEBITO,MASTER CARD
54056356,SOY BANCREA,DEBITO,MASTER CARD
54056357,SOY BANCREA,DEBITO,MASTER CARD
54056358,SOY BANCREA,DEBITO,MASTER CARD
54056359,SOY BANCREA,DEBITO,MASTER CARD
54056360,SOY BANCREA,DEBITO,MASTER CARD
54056361,SOY BANCREA,DEBITO,MASTER CARD
54056362,SOY BANCREA,DEBITO,MASTER CARD
54056363,SOY BANCREA,DEBITO,MASTER CARD
54056364,SOY BANCREA,DEBITO,MASTER CARD
54056365,SOY BANCREA,DEBITO,MASTER CARD
54056366,SOY BANCREA,DEBITO,MASTER CARD
54056367,SOY BANCREA,DEBITO,MASTER CARD
54056368,SOY BANCREA,DEBITO,MASTER CARD
54056369,SOY BANCREA,DEBITO,MASTER CARD
54056370,SOY BANCREA,DEBITO,MASTER CARD
54056371,SOY BANCREA,DEBITO,MASTER CARD
54056372,SOY BANCREA,DEBITO,MASTER CARD
54056373,SOY BANCREA,DEBITO,MASTER CARD
54056374,SOY BANCREA,DEBITO,MASTER CARD
54056375,SOY BANCREA,DEBITO,MASTER CARD
54056376,SOY BANCREA,DEBITO,MASTER CARD
54056377,SOY BANCREA,DEBITO,MASTER CARD
54056378,SOY BANCREA,DEBITO,MASTER CARD
54056379,SOY BANCREA,DEBITO,MASTER CARD
54056380,SOY BANCREA,DEBITO,MASTER CARD
54056381,SOY BANCREA,DEBITO,MASTER CARD
54056382,SOY BANCREA,DEBITO,MASTER CARD
54056383,SOY BANCREA,DEBITO,MASTER CARD
54056384,SOY BANCREA,DEBITO,MASTER CARD
54056385,SOY BANCREA,DEBITO,MASTER CARD
54056386,SOY BANCREA,DEBITO,MASTER CARD
54056387,SOY BANCREA,DEBITO,MASTER CARD
54056388,SOY BANCREA,DEBITO,MASTER CARD
54056389,SOY BANCREA,DEBITO,MASTER CARD
54056390,SOY BANCREA,DEBITO,MASTER CARD
54056391,SOY BANCREA,DEBITO,MASTER CARD
54056392,SOY BANCREA,DEBITO,MASTER CARD
54056393,SOY BANCREA,DEBITO,MASTER CARD
54056394,SOY BANCREA,DEBITO,MASTER CARD
54056395,SOY BANCREA,DEBITO,MASTER CARD
54056396,SOY BANCREA,DEBITO,MASTER CARD
54056397,SOY BANCREA,DEBITO,MASTER CARD
54056398,SOY BANCREA,DEBITO,MASTER CARD
54056399,SOY BANCREA,DEBITO,MASTER CARD
54084500,MASTERCARD ORO,CREDITO,MASTER CARD
54084501,MASTERCARD ORO,CREDITO,MASTER CARD
54084502,MASTERCARD ORO,CREDITO,MASTER CARD
54084503,MASTERCARD ORO,CREDITO,MASTER CARD
54084504,MASTERCARD ORO,CREDITO,MASTER CARD
54084505,MASTERCARD ORO,CREDITO,MASTER CARD
54084506,MASTERCARD ORO,CREDITO,MASTER CARD
54084507,MASTERCARD ORO,CREDITO,MASTER CARD
54084508,MASTERCARD ORO,CREDITO,MASTER CARD
54084509,MASTERCARD ORO,CREDITO,MASTER CARD
54084510,MASTERCARD ORO,CREDITO,MASTER CARD
54084511,MASTERCARD ORO,CREDITO,MASTER CARD
54084512,MASTERCARD ORO,CREDITO,MASTER CARD
54084513,MASTERCARD ORO,CREDITO,MASTER CARD
54084514,MASTERCARD ORO,CREDITO,MASTER CARD
54084515,MASTERCARD ORO,CREDITO,MASTER CARD
54084516,MASTERCARD ORO,CREDITO,MASTER CARD
54084517,MASTERCARD ORO,CREDITO,MASTER CARD
54084518,MASTERCARD ORO,CREDITO,MASTER CARD
54084519,MASTERCARD ORO,CREDITO,MASTER CARD
54084520,MASTERCARD ORO,CREDITO,MASTER CARD
54084521,MASTERCARD ORO,CREDITO,MASTER CARD
54084522,MASTERCARD ORO,CREDITO,MASTER CARD
54084523,MASTERCARD ORO,CREDITO,MASTER CARD
54084524,MASTERCARD ORO,CREDITO,MASTER CARD
54084525,MASTERCARD ORO,CREDITO,MASTER CARD
54084526,MASTERCARD ORO,CREDITO,MASTER CARD
54084527,MASTERCARD ORO,CREDITO,MASTER CARD
54084528,MASTERCARD ORO,CREDITO,MASTER CARD
54084529,MASTERCARD ORO,CREDITO,MASTER CARD
54084530,MASTERCARD ORO,CREDITO,MASTER CARD
54084531,MASTERCARD ORO,CREDITO,MASTER CARD
54084532,MASTERCARD ORO,CREDITO,MASTER CARD
54084533,MASTERCARD ORO,CREDITO,MASTER CARD
54084534,MASTERCARD ORO,CREDITO,MASTER CARD
54084535,MASTERCARD ORO,CREDITO,MASTER CARD
54084536,MASTERCARD ORO,CREDITO,MASTER CARD
54084537,MASTERCARD ORO,CREDITO,MASTER CARD
54084538,MASTERCARD ORO,CREDITO,MASTER CARD
54084539,MASTERCARD ORO,CREDITO,MASTER CARD
54084540,MASTERCARD ORO,CREDITO,MASTER CARD
54084541,MASTERCARD ORO,CREDITO,MASTER CARD
54084542,MASTERCARD ORO,CREDITO,MASTER CARD
54084543,MASTERCARD ORO,CREDITO,MASTER CARD
54084544,MASTERCARD ORO,CREDITO,MASTER CARD
54084545,MASTERCARD ORO,CREDITO,MASTER CARD
54084546,MASTERCARD ORO,CREDITO,MASTER CARD
54084547,MASTERCARD ORO,CREDITO,MASTER CARD
54084548,MASTERCARD ORO,CREDITO,MASTER CARD
54084549,MASTERCARD ORO,CREDITO,MASTER CARD
54084550,MASTERCARD ORO,CREDITO,MASTER CARD
54084551,MASTERCARD ORO,CREDITO,MASTER CARD
54084552,MASTERCARD ORO,CREDITO,MASTER CARD
54084553,MASTERCARD ORO,CREDITO,MASTER CARD
54084554,MASTERCARD ORO,CREDITO,MASTER CARD
54084555,MASTERCARD ORO,CREDITO,MASTER CARD
54084556,MASTERCARD ORO,CREDITO,MASTER CARD
54084557,MASTERCARD ORO,CREDITO,MASTER CARD
54084558,MASTERCARD ORO,CREDITO,MASTER CARD
54084559,MASTERCARD ORO,CREDITO,MASTER CARD
54084560,MASTERCARD ORO,CREDITO,MASTER CARD
54084561,MASTERCARD ORO,CREDITO,MASTER CARD
54084562,MASTERCARD ORO,CREDITO,MASTER CARD
54084563,MASTERCARD ORO,CREDITO,MASTER CARD
54084564,MASTERCARD ORO,CREDITO,MASTER CARD
54084565,MASTERCARD ORO,CREDITO,MASTER CARD
54084566,MASTERCARD ORO,CREDITO,MASTER CARD
54084567,MASTERCARD ORO,CREDITO,MASTER CARD
54084568,MASTERCARD ORO,CREDITO,MASTER CARD
54084569,MASTERCARD ORO,CREDITO,MASTER CARD
54084570,MASTERCARD ORO,CREDITO,MASTER CARD
54084571,MASTERCARD ORO,CREDITO,MASTER CARD
54084572,MASTERCARD ORO,CREDITO,MASTER CARD
54084573,MASTERCARD ORO,CREDITO,MASTER CARD
54084574,MASTERCARD ORO,CREDITO,MASTER CARD
54084575,MASTERCARD ORO,CREDITO,MASTER CARD
54084576,MASTERCARD ORO,CREDITO,MASTER CARD
54084577,MASTERCARD ORO,CREDITO,MASTER CARD
54084578,MASTERCARD ORO,CREDITO,MASTER CARD
54084579,MASTERCARD ORO,CREDITO,MASTER CARD
54084580,MASTERCARD ORO,CREDITO,MASTER CARD
54084581,MASTERCARD ORO,CREDITO,MASTER CARD
54084582,MASTERCARD ORO,CREDITO,MASTER CARD
54084583,MASTERCARD ORO,CREDITO,MASTER CARD
54084584,MASTERCARD ORO,CREDITO,MASTER CARD
54084585,MASTERCARD ORO,CREDITO,MASTER CARD
54084586,MASTERCARD ORO,CREDITO,MASTER CARD
54084587,MASTERCARD ORO,CREDITO,MASTER CARD
54084588,MASTERCARD ORO,CREDITO,MASTER CARD
54084589,MASTERCARD ORO,CREDITO,MASTER CARD
54084590,MASTERCARD ORO,CREDITO,MASTER CARD
54084591,MASTERCARD ORO,CREDITO,MASTER CARD
54084592,MASTERCARD ORO,CREDITO,MASTER CARD
54084593,MASTERCARD ORO,CREDITO,MASTER CARD
54084594,MASTERCARD ORO,CREDITO,MASTER CARD
54084595,MASTERCARD ORO,CREDITO,MASTER CARD
54084596,MASTERCARD ORO,CREDITO,MASTER CARD
54084597,MASTERCARD ORO,CREDITO,MASTER CARD
54084598,MASTERCARD ORO,CREDITO,MASTER CARD
54084599,MASTERCARD ORO,CREDITO,MASTER CARD
54095600,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095601,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095602,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095603,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095604,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095605,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095606,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095607,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095608,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095609,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095610,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095611,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095612,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095613,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095614,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095615,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095616,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095617,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095618,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095619,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095620,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095621,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095622,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095623,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095624,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095625,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095626,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095627,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095628,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095629,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095630,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095631,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095632,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095633,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095634,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095635,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095636,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095637,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095638,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095639,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095640,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095641,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095642,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095643,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095644,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095645,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095646,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095647,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095648,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095649,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095650,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095651,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095652,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095653,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095654,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095655,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095656,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095657,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095658,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095659,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095660,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095661,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095662,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095663,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095664,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095665,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095666,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095667,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095668,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095669,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095670,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095671,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095672,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095673,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095674,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095675,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095676,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095677,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095678,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095679,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095680,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095681,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095682,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095683,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095684,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095685,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095686,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095687,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095688,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095689,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095690,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095691,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095692,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095693,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095694,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095695,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095696,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095697,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095698,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54095699,HSBC PLATINUM MASTERCARD,CREDITO,MASTER CARD
54127800,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127801,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127802,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127803,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127804,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127805,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127806,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127807,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127808,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127809,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127810,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127811,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127812,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127813,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127814,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127815,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127816,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127817,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127818,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127819,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127820,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127821,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127822,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127823,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127824,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127825,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127826,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127827,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127828,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127829,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127830,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127831,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127832,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127833,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127834,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127835,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127836,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127837,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127838,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127839,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127840,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127841,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127842,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127843,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127844,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127845,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127846,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127847,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127848,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127849,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127850,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127851,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127852,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127853,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127854,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127855,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127856,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127857,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127858,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127859,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127860,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127861,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127862,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127863,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127864,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127865,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127866,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127867,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127868,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127869,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127870,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127871,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127872,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127873,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127874,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127875,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127876,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127877,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127878,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127879,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127880,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127881,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127882,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127883,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127884,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127885,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127886,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127887,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127888,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127889,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127890,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127891,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127892,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127893,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127894,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127895,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127896,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127897,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127898,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54127899,HSBC MEXICO SA MASTERCARD INTERNACIONAL,CREDITO,MASTER CARD
54128600,HSBC CLASICA MASTER CARD INTERNACIONAL,CREDITO,MASTER CARD
54128601,HSBC CLASICA MASTER CARD INTERNACIONAL,CREDITO,MASTER CARD
54128602,HSBC CLASICA MASTER CARD INTERNACIONAL,CREDITO,MASTER CARD
54128603,HSBC CLASICA MASTER CARD INTERNACIONAL,CREDITO,MASTER CARD
54128604,HSBC CLASICA MASTER CARD INTERNACIONAL,CREDITO,MASTER CARD
54128605,HSBC CLASICA MASTER CARD INTERNACIONAL,CREDITO,MASTER CARD
54128606,HSBC CLASICA MASTER CARD INTERNACIONAL,CREDITO,MASTER CARD
