BIN,PRODUCTO,NATURALEZA,MARCA
42071301,CITIBANK ADVANTAGE,CREDITO,VISA
42071302,CITIBANK ADVANTAGE,CREDITO,VISA
42071303,CITIBANK ADVANTAGE,CREDITO,VISA
42071304,CITIBANK ADVANTAGE,CREDITO,VISA
42071305,CITIBANK ADVANTAGE,CREDITO,VISA
42071306,CITIBANK ADVANTAGE,CREDITO,VISA
42071307,CITIBANK ADVANTAGE,CREDITO,VISA
42071308,CITIBANK ADVANTAGE,CREDITO,VISA
42071309,CITIBANK ADVANTAGE,CREDITO,VISA
42071310,CITIBANK ADVANTAGE,CREDITO,VISA
42071311,CITIBANK ADVANTAGE,CREDITO,VISA
42071312,CITIBANK ADVANTAGE,CREDITO,VISA
42071313,CITIBANK ADVANTAGE,CREDITO,VISA
42071314,CITIBANK ADVANTAGE,CREDITO,VISA
42071315,CITIBANK ADVANTAGE,CREDITO,VISA
42071316,CITIBANK ADVANTAGE,CREDITO,VISA
42071317,CITIBANK ADVANTAGE,CREDITO,VISA
42071318,CITIBANK ADVANTAGE,CREDITO,VISA
42071319,CITIBANK ADVANTAGE,CREDITO,VISA
42071320,CITIBANK ADVANTAGE,CREDITO,VISA
42071321,CITIBANK ADVANTAGE,CREDITO,VISA
42071322,CITIBANK ADVANTAGE,CREDITO,VISA
42071323,CITIBANK ADVANTAGE,CREDITO,VISA
42071324,CITIBANK ADVANTAGE,CREDITO,VISA
42071325,CITIBANK ADVANTAGE,CREDITO,VISA
42071326,CITIBANK ADVANTAGE,CREDITO,VISA
42071327,CITIBANK ADVANTAGE,CREDITO,VISA
42071328,CITIBANK ADVANTAGE,CREDITO,VISA
42071329,CITIBANK ADVANTAGE,CREDITO,VISA
42071330,CITIBANK ADVANTAGE,CREDITO,VISA
42071331,CITIBANK ADVANTAGE,CREDITO,VISA
42071332,CITIBANK ADVANTAGE,CREDITO,VISA
42071333,CITIBANK ADVANTAGE,CREDITO,VISA
42071334,CITIBANK ADVANTAGE,CREDITO,VISA
42071335,CITIBANK ADVANTAGE,CREDITO,VISA
42071336,CITIBANK ADVANTAGE,CREDITO,VISA
42071337,CITIBANK ADVANTAGE,CREDITO,VISA
42071338,CITIBANK ADVANTAGE,CREDITO,VISA
42071339,CITIBANK ADVANTAGE,CREDITO,VISA
42071340,CITIBANK ADVANTAGE,CREDITO,VISA
42071341,CITIBANK ADVANTAGE,CREDITO,VISA
42071342,CITIBANK ADVANTAGE,CREDITO,VISA
42071343,CITIBANK ADVANTAGE,CREDITO,VISA
42071344,CITIBANK ADVANTAGE,CREDITO,VISA
42071345,CITIBANK ADVANTAGE,CREDITO,VISA
42071346,CITIBANK ADVANTAGE,CREDITO,VISA
42071347,CITIBANK ADVANTAGE,CREDITO,VISA
42071348,CITIBANK ADVANTAGE,CREDITO,VISA
42071349,CITIBANK ADVANTAGE,CREDITO,VISA
42071350,CITIBANK ADVANTAGE,CREDITO,VISA
42071351,CITIBANK ADVANTAGE,CREDITO,VISA
42071352,CITIBANK ADVANTAGE,CREDITO,VISA
42071353,CITIBANK ADVANTAGE,CREDITO,VISA
42071354,CITIBANK ADVANTAGE,CREDITO,VISA
42071355,CITIBANK ADVANTAGE,CREDITO,VISA
42071356,CITIBANK ADVANTAGE,CREDITO,VISA
42071357,CITIBANK ADVANTAGE,CREDITO,VISA
42071358,CITIBANK ADVANTAGE,CREDITO,VISA
42071359,CITIBANK ADVANTAGE,CREDITO,VISA
42071360,CITIBANK ADVANTAGE,CREDITO,VISA
42071361,CITIBANK ADVANTAGE,CREDITO,VISA
42071362,CITIBANK ADVANTAGE,CREDITO,VISA
42071363,CITIBANK ADVANTAGE,CREDITO,VISA
42071364,CITIBANK ADVANTAGE,CREDITO,VISA
42071365,CITIBANK ADVANTAGE,CREDITO,VISA
42071366,CITIBANK ADVANTAGE,CREDITO,VISA
42071367,CITIBANK ADVANTAGE,CREDITO,VISA
42071368,CITIBANK ADVANTAGE,CREDITO,VISA
42071369,CITIBANK ADVANTAGE,CREDITO,VISA
42071370,CITIBANK ADVANTAGE,CREDITO,VISA
42071371,CITIBANK ADVANTAGE,CREDITO,VISA
42071372,CITIBANK ADVANTAGE,CREDITO,VISA
42071373,CITIBANK ADVANTAGE,CREDITO,VISA
42071374,CITIBANK ADVANTAGE,CREDITO,VISA
42071375,CITIBANK ADVANTAGE,CREDITO,VISA
42071376,CITIBANK ADVANTAGE,CREDITO,VISA
42071377,CITIBANK ADVANTAGE,CREDITO,VISA
42071378,CITIBANK ADVANTAGE,CREDITO,VISA
42071379,CITIBANK ADVANTAGE,CREDITO,VISA
42071380,CITIBANK ADVANTAGE,CREDITO,VISA
42071381,CITIBANK ADVANTAGE,CREDITO,VISA
42071382,CITIBANK ADVANTAGE,CREDITO,VISA
42071383,CITIBANK ADVANTAGE,CREDITO,VISA
42071384,CITIBANK ADVANTAGE,CREDITO,VISA
42071385,CITIBANK ADVANTAGE,CREDITO,VISA
42071386,CITIBANK ADVANTAGE,CREDITO,VISA
42071387,CITIBANK ADVANTAGE,CREDITO,VISA
42071388,CITIBANK ADVANTAGE,CREDITO,VISA
42071389,CITIBANK ADVANTAGE,CREDITO,VISA
42071390,CITIBANK ADVANTAGE,CREDITO,VISA
42071391,CITIBANK ADVANTAGE,CREDITO,VISA
42071392,CITIBANK ADVANTAGE,CREDITO,VISA
42071393,CITIBANK ADVANTAGE,CREDITO,VISA
42071394,CITIBANK ADVANTAGE,CREDITO,VISA
42071395,CITIBANK ADVANTAGE,CREDITO,VISA
42071396,CITIBANK ADVANTAGE,CREDITO,VISA
42071397,CITIBANK ADVANTAGE,CREDITO,VISA
42071398,CITIBANK ADVANTAGE,CREDITO,VISA
42071399,CITIBANK ADVANTAGE,CREDITO,VISA
42080700,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080701,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080702,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080703,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080704,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080705,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080706,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080707,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080708,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080709,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080710,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080711,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080712,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080713,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080714,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080715,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080716,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080717,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080718,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080719,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080720,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080721,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080722,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080723,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080724,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080725,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080726,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080727,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080728,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080729,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080730,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080731,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080732,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080733,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080734,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080735,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080736,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080737,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080738,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080739,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080740,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080741,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080742,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080743,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080744,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080745,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080746,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080747,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080748,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080749,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080750,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080751,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080752,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080753,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080754,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080755,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080756,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080757,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080758,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080759,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080760,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080761,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080762,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080763,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080764,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080765,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080766,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080767,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080768,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080769,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080770,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080771,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080772,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080773,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080774,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080775,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080776,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080777,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080778,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080779,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080780,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080781,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080782,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080783,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080784,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080785,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080786,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080787,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080788,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080789,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080790,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080791,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080792,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080793,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080794,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080795,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080796,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080797,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080798,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42080799,DEBITO VOLARIS INVEX 3,DEBITO,VISA
42083100,VISA DEBITO,DEBITO,VISA
42083101,VISA DEBITO,DEBITO,VISA
42083102,VISA DEBITO,DEBITO,VISA
42083103,VISA DEBITO,DEBITO,VISA
42083104,VISA DEBITO,DEBITO,VISA
42083105,VISA DEBITO,DEBITO,VISA
42083106,VISA DEBITO,DEBITO,VISA
42083107,VISA DEBITO,DEBITO,VISA
42083108,VISA DEBITO,DEBITO,VISA
42083109,VISA DEBITO,DEBITO,VISA
42083110,VISA DEBITO,DEBITO,VISA
42083111,VISA DEBITO,DEBITO,VISA
42083112,VISA DEBITO,DEBITO,VISA
42083113,VISA DEBITO,DEBITO,VISA
42083114,VISA DEBITO,DEBITO,VISA
42083115,VISA DEBITO,DEBITO,VISA
42083116,VISA DEBITO,DEBITO,VISA
42083117,VISA DEBITO,DEBITO,VISA
42083118,VISA DEBITO,DEBITO,VISA
42083119,VISA DEBITO,DEBITO,VISA
42083120,VISA DEBITO,DEBITO,VISA
42083121,VISA DEBITO,DEBITO,VISA
42083122,VISA DEBITO,DEBITO,VISA
42083123,VISA DEBITO,DEBITO,VISA
42083124,VISA DEBITO,DEBITO,VISA
42083125,VISA DEBITO,DEBITO,VISA
42083126,VISA DEBITO,DEBITO,VISA
42083127,VISA DEBITO,DEBITO,VISA
42083128,VISA DEBITO,DEBITO,VISA
42083129,VISA DEBITO,DEBITO,VISA
42083130,VISA DEBITO,DEBITO,VISA
42083131,VISA DEBITO,DEBITO,VISA
42083132,VISA DEBITO,DEBITO,VISA
42083133,VISA DEBITO,DEBITO,VISA
42083134,VISA DEBITO,DEBITO,VISA
42083135,VISA DEBITO,DEBITO,VISA
42083136,VISA DEBITO,DEBITO,VISA
42083137,VISA DEBITO,DEBITO,VISA
42083138,VISA DEBITO,DEBITO,VISA
42083139,VISA DEBITO,DEBITO,VISA
42083140,VISA DEBITO,DEBITO,VISA
42083141,VISA DEBITO,DEBITO,VISA
42083142,VISA DEBITO,DEBITO,VISA
42083143,VISA DEBITO,DEBITO,VISA
42083144,VISA DEBITO,DEBITO,VISA
42083145,VISA DEBITO,DEBITO,VISA
42083146,VISA DEBITO,DEBITO,VISA
42083147,VISA DEBITO,DEBITO,VISA
42083148,VISA DEBITO,DEBITO,VISA
42083149,VISA DEBITO,DEBITO,VISA
42083150,VISA DEBITO,DEBITO,VISA
42083151,VISA DEBITO,DEBITO,VISA
42083152,VISA DEBITO,DEBITO,VISA
42083153,VISA DEBITO,DEBITO,VISA
42083154,VISA DEBITO,DEBITO,VISA
42083155,VISA DEBITO,DEBITO,VISA
42083156,VISA DEBITO,DEBITO,VISA
42083157,VISA DEBITO,DEBITO,VISA
42083158,VISA DEBITO,DEBITO,VISA
42083159,VISA DEBITO,DEBITO,VISA
42083160,VISA DEBITO,DEBITO,VISA
42083161,VISA DEBITO,DEBITO,VISA
42083162,VISA DEBITO,DEBITO,VISA
42083163,VISA DEBITO,DEBITO,VISA
42083164,VISA DEBITO,DEBITO,VISA
42083165,VISA DEBITO,DEBITO,VISA
42083166,VISA DEBITO,DEBITO,VISA
42083167,VISA DEBITO,DEBITO,VISA
42083168,VISA DEBITO,DEBITO,VISA
42083169,VISA DEBITO,DEBITO,VISA
42083170,VISA DEBITO,DEBITO,VISA
42083171,VISA DEBITO,DEBITO,VISA
42083172,VISA DEBITO,DEBITO,VISA
42083173,VISA DEBITO,DEBITO,VISA
42083174,VISA DEBITO,DEBITO,VISA
42083175,VISA DEBITO,DEBITO,VISA
42083176,VISA DEBITO,DEBITO,VISA
42083177,VISA DEBITO,DEBITO,VISA
42083178,VISA DEBITO,DEBITO,VISA
42083179,VISA DEBITO,DEBITO,VISA
42083180,VISA DEBITO,DEBITO,VISA
42083181,VISA DEBITO,DEBITO,VISA
42083182,VISA DEBITO,DEBITO,VISA
42083183,VISA DEBITO,DEBITO,VISA
42083184,VISA DEBITO,DEBITO,VISA
42083185,VISA DEBITO,DEBITO,VISA
42083186,VISA DEBITO,DEBITO,VISA
42083187,VISA DEBITO,DEBITO,VISA
42083188,VISA DEBITO,DEBITO,VISA
42083189,VISA DEBITO,DEBITO,VISA
42083190,VISA DEBITO,DEBITO,VISA
42083191,VISA DEBITO,DEBITO,VISA
42083192,VISA DEBITO,DEBITO,VISA
42083193,VISA DEBITO,DEBITO,VISA
42083194,VISA DEBITO,DEBITO,VISA
42083195,VISA DEBITO,DEBITO,VISA
42083196,VISA DEBITO,DEBITO,VISA
42083197,VISA DEBITO,DEBITO,VISA
42083198,VISA DEBITO,DEBITO,VISA
42083199,VISA DEBITO,DEBITO,VISA
42083900,TOLA MOVIL,CREDITO,VISA
42083901,TOLA MOVIL,CREDITO,VISA
42083902,TOLA MOVIL,CREDITO,VISA
42083903,TOLA MOVIL,CREDITO,VISA
42083904,TOLA MOVIL,CREDITO,VISA
42083905,TOLA MOVIL,CREDITO,VISA
42083906,TOLA MOVIL,CREDITO,VISA
42083907,TOLA MOVIL,CREDITO,VISA
42083908,TOLA MOVIL,CREDITO,VISA
42083909,TOLA MOVIL,CREDITO,VISA
42083910,TOLA MOVIL,CREDITO,VISA
42083911,TOLA MOVIL,CREDITO,VISA
42083912,TOLA MOVIL,CREDITO,VISA
42083913,TOLA MOVIL,CREDITO,VISA
42083914,TOLA MOVIL,CREDITO,VISA
42083915,TOLA MOVIL,CREDITO,VISA
42083916,TOLA MOVIL,CREDITO,VISA
42083917,TOLA MOVIL,CREDITO,VISA
42083918,TOLA MOVIL,CREDITO,VISA
42083919,TOLA MOVIL,CREDITO,VISA
42083920,TOLA MOVIL,CREDITO,VISA
42083921,TOLA MOVIL,CREDITO,VISA
42083922,TOLA MOVIL,CREDITO,VISA
42083923,TOLA MOVIL,CREDITO,VISA
42083924,TOLA MOVIL,CREDITO,VISA
42083925,TOLA MOVIL,CREDITO,VISA
42083926,TOLA MOVIL,CREDITO,VISA
42083927,TOLA MOVIL,CREDITO,VISA
42083928,TOLA MOVIL,CREDITO,VISA
42083929,TOLA MOVIL,CREDITO,VISA
42083930,TOLA MOVIL,CREDITO,VISA
42083931,TOLA MOVIL,CREDITO,VISA
42083932,TOLA MOVIL,CREDITO,VISA
42083933,TOLA MOVIL,CREDITO,VISA
42083934,TOLA MOVIL,CREDITO,VISA
42083935,TOLA MOVIL,CREDITO,VISA
42083936,TOLA MOVIL,CREDITO,VISA
42083937,TOLA MOVIL,CREDITO,VISA
42083938,TOLA MOVIL,CREDITO,VISA
42083939,TOLA MOVIL,CREDITO,VISA
42083940,TOLA MOVIL,CREDITO,VISA
42083941,TOLA MOVIL,CREDITO,VISA
42083942,TOLA MOVIL,CREDITO,VISA
42083943,TOLA MOVIL,CREDITO,VISA
42083944,TOLA MOVIL,CREDITO,VISA
42083945,TOLA MOVIL,CREDITO,VISA
42083946,TOLA MOVIL,CREDITO,VISA
42083947,TOLA MOVIL,CREDITO,VISA
42083948,TOLA MOVIL,CREDITO,VISA
42083949,TOLA MOVIL,CREDITO,VISA
42083950,TOLA MOVIL,CREDITO,VISA
42083951,TOLA MOVIL,CREDITO,VISA
42083952,TOLA MOVIL,CREDITO,VISA
42083953,TOLA MOVIL,CREDITO,VISA
42083954,TOLA MOVIL,CREDITO,VISA
42083955,TOLA MOVIL,CREDITO,VISA
42083956,TOLA MOVIL,CREDITO,VISA
42083957,TOLA MOVIL,CREDITO,VISA
42083958,TOLA MOVIL,CREDITO,VISA
42083959,TOLA MOVIL,CREDITO,VISA
42083960,TOLA MOVIL,CREDITO,VISA
42083961,TOLA MOVIL,CREDITO,VISA
42083962,TOLA MOVIL,CREDITO,VISA
42083963,TOLA MOVIL,CREDITO,VISA
42083964,TOLA MOVIL,CREDITO,VISA
42083965,TOLA MOVIL,CREDITO,VISA
42083966,TOLA MOVIL,CREDITO,VISA
42083967,TOLA MOVIL,CREDITO,VISA
42083968,TOLA MOVIL,CREDITO,VISA
42083969,TOLA MOVIL,CREDITO,VISA
42083970,TOLA MOVIL,CREDITO,VISA
42083971,TOLA MOVIL,CREDITO,VISA
42083972,TOLA MOVIL,CREDITO,VISA
42083973,TOLA MOVIL,CREDITO,VISA
42083974,TOLA MOVIL,CREDITO,VISA
42083975,TOLA MOVIL,CREDITO,VISA
42083976,TOLA MOVIL,CREDITO,VISA
42083977,TOLA MOVIL,CREDITO,VISA
42083978,TOLA MOVIL,CREDITO,VISA
42083979,TOLA MOVIL,CREDITO,VISA
42083980,TOLA MOVIL,CREDITO,VISA
42083981,TOLA MOVIL,CREDITO,VISA
42083982,TOLA MOVIL,CREDITO,VISA
42083983,TOLA MOVIL,CREDITO,VISA
42083984,TOLA MOVIL,CREDITO,VISA
42083985,TOLA MOVIL,CREDITO,VISA
42083986,TOLA MOVIL,CREDITO,VISA
42083987,TOLA MOVIL,CREDITO,VISA
42083988,TOLA MOVIL,CREDITO,VISA
42083989,TOLA MOVIL,CREDITO,VISA
42083990,TOLA MOVIL,CREDITO,VISA
42083991,TOLA MOVIL,CREDITO,VISA
42083992,TOLA MOVIL,CREDITO,VISA
42083993,TOLA MOVIL,CREDITO,VISA
42083994,TOLA MOVIL,CREDITO,VISA
42083995,TOLA MOVIL,CREDITO,VISA
42083996,TOLA MOVIL,CREDITO,VISA
42083997,TOLA MOVIL,CREDITO,VISA
42083998,TOLA MOVIL,CREDITO,VISA
42083999,TOLA MOVIL,CREDITO,VISA
42100300,VISA ELECTRON,DEBITO,VISA
42100301,VISA ELECTRON,DEBITO,VISA
42100302,VISA ELECTRON,DEBITO,VISA
42100303,VISA ELECTRON,DEBITO,VISA
42100304,VISA ELECTRON,DEBITO,VISA
42100305,VISA ELECTRON,DEBITO,VISA
42100306,VISA ELECTRON,DEBITO,VISA
42100307,VISA ELECTRON,DEBITO,VISA
42100308,VISA ELECTRON,DEBITO,VISA
42100309,VISA ELECTRON,DEBITO,VISA
42100310,VISA ELECTRON,DEBITO,VISA
42100311,VISA ELECTRON,DEBITO,VISA
42100312,VISA ELECTRON,DEBITO,VISA
42100313,VISA ELECTRON,DEBITO,VISA
42100314,VISA ELECTRON,DEBITO,VISA
42100315,VISA ELECTRON,DEBITO,VISA
42100316,VISA ELECTRON,DEBITO,VISA
42100317,VISA ELECTRON,DEBITO,VISA
42100318,VISA ELECTRON,DEBITO,VISA
42100319,VISA ELECTRON,DEBITO,VISA
42100320,VISA ELECTRON,DEBITO,VISA
42100321,VISA ELECTRON,DEBITO,VISA
42100322,VISA ELECTRON,DEBITO,VISA
42100323,VISA ELECTRON,DEBITO,VISA
42100324,VISA ELECTRON,DEBITO,VISA
42100325,VISA ELECTRON,DEBITO,VISA
42100326,VISA ELECTRON,DEBITO,VISA
42100327,VISA ELECTRON,DEBITO,VISA
42100328,VISA ELECTRON,DEBITO,VISA
42100329,VISA ELECTRON,DEBITO,VISA
42100330,VISA ELECTRON,DEBITO,VISA
42100331,VISA ELECTRON,DEBITO,VISA
42100332,VISA ELECTRON,DEBITO,VISA
42100333,VISA ELECTRON,DEBITO,VISA
42100334,VISA ELECTRON,DEBITO,VISA
42100335,VISA ELECTRON,DEBITO,VISA
42100336,VISA ELECTRON,DEBITO,VISA
42100337,VISA ELECTRON,DEBITO,VISA
42100338,VISA ELECTRON,DEBITO,VISA
42100339,VISA ELECTRON,DEBITO,VISA
42100340,VISA ELECTRON,DEBITO,VISA
42100341,VISA ELECTRON,DEBITO,VISA
42100342,VISA ELECTRON,DEBITO,VISA
42100343,VISA ELECTRON,DEBITO,VISA
42100344,VISA ELECTRON,DEBITO,VISA
42100345,VISA ELECTRON,DEBITO,VISA
42100346,VISA ELECTRON,DEBITO,VISA
42100347,VISA ELECTRON,DEBITO,VISA
42100348,VISA ELECTRON,DEBITO,VISA
42100349,VISA ELECTRON,DEBITO,VISA
42100350,VISA ELECTRON,DEBITO,VISA
42100351,VISA ELECTRON,DEBITO,VISA
42100352,VISA ELECTRON,DEBITO,VISA
42100353,VISA ELECTRON,DEBITO,VISA
42100354,VISA ELECTRON,DEBITO,VISA
42100355,VISA ELECTRON,DEBITO,VISA
42100356,VISA ELECTRON,DEBITO,VISA
42100357,VISA ELECTRON,DEBITO,VISA
42100358,VISA ELECTRON,DEBITO,VISA
42100359,VISA ELECTRON,DEBITO,VISA
42100360,VISA ELECTRON,DEBITO,VISA
42100361,VISA ELECTRON,DEBITO,VISA
42100362,VISA ELECTRON,DEBITO,VISA
42100363,VISA ELECTRON,DEBITO,VISA
42100364,VISA ELECTRON,DEBITO,VISA
42100365,VISA ELECTRON,DEBITO,VISA
42100366,VISA ELECTRON,DEBITO,VISA
42100367,VISA ELECTRON,DEBITO,VISA
42100368,VISA ELECTRON,DEBITO,VISA
42100369,VISA ELECTRON,DEBITO,VISA
42100370,VISA ELECTRON,DEBITO,VISA
42100371,VISA ELECTRON,DEBITO,VISA
42100372,VISA ELECTRON,DEBITO,VISA
42100373,VISA ELECTRON,DEBITO,VISA
42100374,VISA ELECTRON,DEBITO,VISA
42100375,VISA ELECTRON,DEBITO,VISA
42100376,VISA ELECTRON,DEBITO,VISA
42100377,VISA ELECTRON,DEBITO,VISA
42100378,VISA ELECTRON,DEBITO,VISA
42100379,VISA ELECTRON,DEBITO,VISA
42100380,VISA ELECTRON,DEBITO,VISA
42100381,VISA ELECTRON,DEBITO,VISA
42100382,VISA ELECTRON,DEBITO,VISA
42100383,VISA ELECTRON,DEBITO,VISA
42100384,VISA ELECTRON,DEBITO,VISA
42100385,VISA ELECTRON,DEBITO,VISA
42100386,VISA ELECTRON,DEBITO,VISA
42100387,VISA ELECTRON,DEBITO,VISA
42100388,VISA ELECTRON,DEBITO,VISA
42100389,VISA ELECTRON,DEBITO,VISA
42100390,VISA ELECTRON,DEBITO,VISA
42100391,VISA ELECTRON,DEBITO,VISA
42100392,VISA ELECTRON,DEBITO,VISA
42100393,VISA ELECTRON,DEBITO,VISA
42100394,VISA ELECTRON,DEBITO,VISA
42100395,VISA ELECTRON,DEBITO,VISA
42100396,VISA ELECTRON,DEBITO,VISA
42100397,VISA ELECTRON,DEBITO,VISA
42100398,VISA ELECTRON,DEBITO,VISA
42100399,VISA ELECTRON,DEBITO,VISA
42131600,HSBC DEBITO CLASICA,DEBITO,VISA
42131601,HSBC DEBITO CLASICA,DEBITO,VISA
42131602,HSBC DEBITO CLASICA,DEBITO,VISA
42131603,HSBC DEBITO CLASICA,DEBITO,VISA
42131604,HSBC DEBITO CLASICA,DEBITO,VISA
42131605,HSBC DEBITO CLASICA,DEBITO,VISA
42131606,HSBC DEBITO CLASICA,DEBITO,VISA
42131607,HSBC DEBITO CLASICA,DEBITO,VISA
42131608,HSBC DEBITO CLASICA,DEBITO,VISA
42131609,HSBC DEBITO CLASICA,DEBITO,VISA
42131610,HSBC DEBITO CLASICA,DEBITO,VISA
42131611,HSBC DEBITO CLASICA,DEBITO,VISA
42131612,HSBC DEBITO CLASICA,DEBITO,VISA
42131613,HSBC DEBITO CLASICA,DEBITO,VISA
42131614,HSBC DEBITO CLASICA,DEBITO,VISA
42131615,HSBC DEBITO CLASICA,DEBITO,VISA
42131616,HSBC DEBITO CLASICA,DEBITO,VISA
42131617,HSBC DEBITO CLASICA,DEBITO,VISA
42131618,HSBC DEBITO CLASICA,DEBITO,VISA
42131619,HSBC DEBITO CLASICA,DEBITO,VISA
42131620,HSBC DEBITO CLASICA,DEBITO,VISA
42131621,HSBC DEBITO CLASICA,DEBITO,VISA
42131622,HSBC DEBITO CLASICA,DEBITO,VISA
42131623,HSBC DEBITO CLASICA,DEBITO,VISA
42131624,HSBC DEBITO CLASICA,DEBITO,VISA
42131625,HSBC DEBITO CLASICA,DEBITO,VISA
42131626,HSBC DEBITO CLASICA,DEBITO,VISA
